;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart
;260;1099;3009;;260;1121;3377;;260;3419;2833;;260;3755;3801;;260;6185;2991;;260;1618;5075
;261;1044;3300;;261;956;3182;;261;3228;3101;;261;3258;4136;;261;5643;2962;;261;1468;4583
;262;1148;2983;;262;1116;3208;;262;3757;3481;;262;3598;4211;;262;6403;3141;;262;1584;5045
;263;1115;3175;;263;958;3079;;263;3748;3127;;263;3555;3626;;263;6999;3103;;263;1464;4933
;264;1030;3274;;264;912;3334;;264;3416;3081;;264;3229;3519;;264;6022;2814;;264;1463;4604
;265;1151;3092;;265;934;3183;;265;3212;3143;;265;3555;4110;;265;5304;2702;;265;1484;5362
;266;1033;3341;;266;1115;3358;;266;3961;3292;;266;3298;4066;;266;5872;2920;;266;1494;5224
;267;1015;2941;;267;857;2959;;267;3863;3395;;267;3350;3887;;267;6078;2834;;267;1602;5399
;268;951;2952;;268;1007;3271;;268;3748;3462;;268;2992;3876;;268;6221;3147;;268;1805;5418
;269;1013;3144;;269;910;2959;;269;3411;3355;;269;3901;3799;;269;5989;3002;;269;1681;5302
;270;921;2636;;270;933;3031;;270;3463;2925;;270;3557;3712;;270;5888;3051;;270;1398;4822
;271;916;2933;;271;978;3059;;271;3825;3075;;271;3532;4095;;271;5554;2900;;271;1505;4578
;272;987;2665;;272;982;3261;;272;3761;2919;;272;3626;3912;;272;6117;3364;;272;1493;4648
;273;730;2599;;273;1058;3440;;273;4054;2984;;273;3346;3781;;273;5759;3125;;273;1568;5084
;274;1082;2915;;274;973;3291;;274;3553;3262;;274;3882;4456;;274;5865;2834;;274;1561;4946
;275;986;3288;;275;1100;3035;;275;3307;3346;;275;3710;4035;;275;5993;3090;;275;1496;4803
;276;869;3001;;276;962;3106;;276;3435;3147;;276;3819;3974;;276;6420;2934;;276;1588;5027
;277;943;3236;;277;1259;3716;;277;3635;3203;;277;3991;3916;;277;5678;2681;;277;1321;5160
;278;1074;2947;;278;964;3268;;278;3582;3252;;278;3859;4011;;278;6524;3097;;278;1599;5145
;279;1104;2920;;279;1011;3114;;279;3427;3170;;279;3762;3938;;279;5142;2724;;279;1349;4709
;280;977;2818;;280;1216;3408;;280;3344;3299;;280;3620;4110;;280;5739;3036;;280;1334;5155
;281;1040;3173;;281;987;3251;;281;3373;3201;;281;3439;4069;;281;6044;3180;;281;1241;4590
;282;1127;3262;;282;1061;3287;;282;3701;3180;;282;3379;3837;;282;5812;3025;;282;1602;5375
;283;1218;2579;;283;1042;3243;;283;3135;2928;;283;3338;4043;;283;6546;3147;;283;1395;4736
;284;1048;3126;;284;1041;3215;;284;3691;3349;;284;3670;3593;;284;5623;2963;;284;1270;5116
;285;922;2720;;285;924;2999;;285;3890;3276;;285;3462;3798;;285;5119;2716;;285;1608;5484
;286;1024;2893;;286;1099;3257;;286;3283;3093;;286;3586;4392;;286;5893;3142;;286;1462;5125
;287;1170;3029;;287;1174;3552;;287;3440;3233;;287;3171;3484;;287;5933;3083;;287;1619;5417
;288;1050;3016;;288;1050;3226;;288;3940;3396;;288;3777;4098;;288;5746;3205;;288;1743;5246
;289;1011;3078;;289;947;2922;;289;3638;3509;;289;3472;3534;;289;5847;3058;;289;1711;4754
;290;1077;2937;;290;884;2967;;290;3163;3083;;290;3292;4193;;290;6263;3183;;290;1464;4868
;291;997;3170;;291;908;2912;;291;2962;2692;;291;3654;3691;;291;5748;2938;;291;1513;5055
;292;928;2781;;292;926;3121;;292;3275;3000;;292;3881;4126;;292;5938;2900;;292;1324;5191
;293;1068;3231;;293;953;3152;;293;3420;3154;;293;3311;3773;;293;5521;3059;;293;1577;5330
;294;1043;3365;;294;1079;3330;;294;3203;3121;;294;3451;4024;;294;5974;2725;;294;1380;4499
;295;807;3089;;295;886;2898;;295;3718;3515;;295;3150;4165;;295;6675;3108;;295;1433;5345
;296;939;2889;;296;933;3305;;296;3118;2892;;296;3450;3781;;296;5746;3013;;296;1306;5154
;297;1167;3060;;297;966;3217;;297;3254;3342;;297;3286;3873;;297;6281;3241;;297;1485;5699
;298;1118;2972;;298;899;3460;;298;3468;2995;;298;3592;4242;;298;4903;3057;;298;1470;4732
;299;1119;3107;;299;961;3055;;299;3438;3115;;299;3378;3476;;299;5669;2924;;299;1578;4903
;300;1083;2874;;300;871;2829;;300;2998;3026;;300;3209;3640;;300;6907;3638;;300;1704;5324
;301;975;2775;;301;911;2939;;301;3456;3278;;301;3696;4156;;301;5745;2887;;301;1509;4937
;302;901;2824;;302;841;2934;;302;4058;3539;;302;3426;3981;;302;5950;3141;;302;1617;5089
;303;871;2722;;303;1001;3411;;303;3764;3244;;303;3016;4025;;303;6248;3165;;303;1591;4981
;304;1016;3071;;304;946;3302;;304;3593;3138;;304;3317;3837;;304;5973;2862;;304;1509;4888
;305;1037;2697;;305;958;2873;;305;3399;3006;;305;3117;3573;;305;5699;3092;;305;1519;4751
;306;1101;3043;;306;1040;3188;;306;3898;3404;;306;3597;4324;;306;6120;3415;;306;1453;4814
;307;994;3172;;307;917;2921;;307;3632;3271;;307;3495;4218;;307;6167;3034;;307;1522;4881
;308;810;2636;;308;1119;3060;;308;3553;3479;;308;3303;3662;;308;6253;3075;;308;1663;5111
;309;989;3269;;309;818;2934;;309;3218;2913;;309;3699;4629;;309;4824;2585;;309;1466;4561
;310;1000;3177;;310;1099;2966;;310;3701;3090;;310;3167;3794;;310;5748;2797;;310;1315;4762
;311;878;3122;;311;911;3102;;311;3553;3282;;311;3653;3884;;311;6557;3238;;311;1381;4745
;312;1067;3233;;312;888;2678;;312;3221;3658;;312;3319;4279;;312;6355;3137;;312;1550;5199
;313;1068;3171;;313;1001;3113;;313;3779;3094;;313;3193;3981;;313;6200;3039;;313;1539;5412
;314;1040;3161;;314;853;3018;;314;3780;3022;;314;3279;4194;;314;6533;3001;;314;1474;5187
;315;924;3184;;315;923;3263;;315;3204;3073;;315;3191;3765;;315;5352;2796;;315;1452;5255
;316;993;2768;;316;942;3423;;316;3577;3215;;316;3120;3728;;316;5458;3004;;316;1656;5515
;317;979;2998;;317;1054;3044;;317;3078;2973;;317;3297;3697;;317;6380;3043;;317;1587;4852
;318;1029;2952;;318;1103;3055;;318;3897;2895;;318;3445;4073;;318;5185;2664;;318;1497;5037
;319;1005;2870;;319;798;3034;;319;3602;3125;;319;3031;3843;;319;6194;3110;;319;1649;5136
;320;912;2828;;320;922;3094;;320;3393;3174;;320;3593;3826;;320;5839;2955;;320;1477;5282
;321;1145;3170;;321;894;3302;;321;3159;3146;;321;3980;4434;;321;5529;2826;;321;1351;4841
;322;1001;2762;;322;1023;3374;;322;3698;3748;;322;3609;3776;;322;6185;3161;;322;1497;5232
;323;996;2776;;323;1124;3236;;323;3743;3225;;323;3366;3701;;323;5970;3102;;323;1573;4839
;324;797;2650;;324;802;2665;;324;3714;3534;;324;3588;4422;;324;5675;2693;;324;1415;4638
;325;956;2903;;325;1111;3415;;325;3649;3232;;325;4285;4625;;325;6017;3095;;325;1427;4802
;326;1158;3261;;326;1066;3237;;326;3875;3219;;326;3012;3547;;326;5574;2779;;326;1519;5536
;327;1191;3284;;327;904;3173;;327;3228;2957;;327;3546;4089;;327;6034;3085;;327;1745;5426
;328;962;2950;;328;1046;3078;;328;4030;3526;;328;3980;4251;;328;5887;3242;;328;1799;5125
;329;1067;3211;;329;997;3141;;329;3274;3220;;329;3714;3885;;329;5518;2755;;329;1559;4858
;330;884;3001;;330;1000;3138;;330;3700;3244;;330;3491;3762;;330;6233;3009;;330;1469;4770
;331;771;3046;;331;973;3059;;331;3328;3307;;331;3264;3876;;331;5940;2876;;331;1455;5191
;332;894;2933;;332;983;3122;;332;2952;3150;;332;3661;4074;;332;5957;3067;;332;1562;4799
;333;1003;3149;;333;1052;3121;;333;3383;3020;;333;3995;4312;;333;5461;2723;;333;1549;5229
;334;1088;2902;;334;1042;3514;;334;3485;3109;;334;3331;4135;;334;6051;3019;;334;1456;4691
;335;962;2784;;335;1027;3308;;335;3674;3443;;335;2754;3385;;335;6182;3102;;335;1395;4612
;336;893;2622;;336;1091;3283;;336;3639;3263;;336;3463;3596;;336;5968;3237;;336;1640;5059
;337;1093;3061;;337;1107;3536;;337;3904;3588;;337;2859;3533;;337;6065;3051;;337;1527;4755
;338;972;2814;;338;936;2921;;338;3723;3275;;338;3575;3751;;338;5510;2877;;338;1516;5314
;339;1018;3064;;339;788;2864;;339;3200;3276;;339;3519;3954;;339;5608;2770;;339;1811;5660
;340;1046;3019;;340;1034;3140;;340;3380;3337;;340;3629;4043;;340;5546;2771;;340;1598;5172
;341;944;3103;;341;1088;3192;;341;3379;2981;;341;3211;3893;;341;6135;3050;;341;1660;5855
;342;1128;2702;;342;1194;3377;;342;3802;3473;;342;3171;3879;;342;5740;2846;;342;1484;5015
;343;1004;3415;;343;956;2968;;343;3675;3182;;343;3551;4173;;343;5536;2363;;343;1437;4819
;344;1077;3074;;344;1056;3111;;344;3829;3028;;344;3679;4120;;344;6430;2652;;344;1597;5112
;345;1056;3146;;345;1085;3410;;345;3667;3412;;345;3329;3771;;345;5725;2879;;345;1592;4979
;346;930;2820;;346;1147;3188;;346;3792;2977;;346;3327;3896;;346;6477;3249;;346;1585;5249
;347;981;2899;;347;967;3028;;347;3679;3112;;347;3584;4259;;347;6514;3217;;347;1495;5443
;348;973;2950;;348;886;2902;;348;3174;3312;;348;3477;3800;;348;5980;3198;;348;1593;4944
;349;1160;3172;;349;817;3047;;349;3388;3245;;349;3598;3858;;349;6519;3229;;349;1634;4699
;350;892;2777;;350;843;3131;;350;3601;3121;;350;3403;4132;;350;5752;3000;;350;1529;4903
;351;1050;2813;;351;1068;3394;;351;3476;3156;;351;3501;4251;;351;5676;3069;;351;1284;4781
;352;1112;2953;;352;846;3125;;352;3638;3253;;352;3183;3670;;352;5533;3069;;352;1564;4988
;353;973;2905;;353;1215;3298;;353;3329;3123;;353;3283;4060;;353;5491;3042;;353;1564;5195
;354;1023;2701;;354;938;3632;;354;3615;3245;;354;3247;3927;;354;6799;3322;;354;1408;5145
;355;860;2964;;355;843;3156;;355;3415;3317;;355;3318;4020;;355;5568;2860;;355;1606;5203
;356;780;2938;;356;1121;3444;;356;3834;3224;;356;3243;3998;;356;6132;3011;;356;1199;4626
;357;1007;2991;;357;1063;3427;;357;4011;3453;;357;3641;3902;;357;6039;2651;;357;1743;5461
;358;1137;3021;;358;915;3638;;358;3803;3199;;358;3139;3607;;358;6102;2924;;358;1491;4914
;359;1046;2921;;359;984;3063;;359;3693;3196;;359;3550;3552;;359;5645;2993;;359;1317;4962
;360;1003;3067;;360;989;2970;;360;3492;3284;;360;3583;4199;;360;5406;2804;;360;1555;5259
;361;951;2565;;361;939;3239;;361;2988;2820;;361;3348;4163;;361;6771;2969;;361;1488;5474
;362;971;2900;;362;885;2926;;362;3770;3398;;362;3552;4098;;362;5882;2864;;362;1402;4967
;363;946;2741;;363;1044;3553;;363;3227;2982;;363;3629;4270;;363;5299;2829;;363;1359;5890
;364;1009;3021;;364;1173;3133;;364;3953;3438;;364;3893;4133;;364;5636;2769;;364;1439;4794
;365;1076;2948;;365;1203;3407;;365;3543;3350;;365;3515;4243;;365;5693;2864;;365;1403;4959
;366;1116;3174;;366;962;3212;;366;3571;3373;;366;3431;3700;;366;6043;3133;;366;1266;4696
;367;1152;3674;;367;922;2790;;367;3749;2927;;367;3858;4117;;367;5772;2956;;367;1608;4937
;368;896;2949;;368;1146;3107;;368;3895;3350;;368;3414;3415;;368;6034;2793;;368;1266;4540
;369;971;3103;;369;1030;3253;;369;3795;3007;;369;2868;3690;;369;5631;3061;;369;1459;4519
;370;741;2494;;370;1162;3544;;370;3492;3266;;370;3652;3839;;370;6238;3064;;370;1408;4822
;371;1085;2990;;371;910;3332;;371;3564;3218;;371;3562;4255;;371;7422;3346;;371;1486;4275
;372;857;2706;;372;1055;3327;;372;3759;3167;;372;3394;3860;;372;5380;2748;;372;1534;5334
;373;933;2990;;373;965;3203;;373;3457;3046;;373;3797;4086;;373;5958;2997;;373;1527;5158
;374;1032;3105;;374;813;3164;;374;3720;3269;;374;3865;4217;;374;6578;3043;;374;1310;5359
;375;961;3081;;375;952;2850;;375;3937;3298;;375;3603;3938;;375;6151;2893;;375;1598;5257
;376;1092;3305;;376;912;2981;;376;3382;3302;;376;3569;4225;;376;5608;3097;;376;1587;5121
;377;1043;3267;;377;940;3090;;377;3572;3433;;377;3587;3980;;377;5502;3162;;377;1558;4921
;378;981;3134;;378;1088;3575;;378;3232;3346;;378;3672;3965;;378;5714;2847;;378;1474;5372
;379;887;2828;;379;940;3338;;379;3629;3230;;379;3675;4438;;379;5456;2595;;379;1236;5087
;380;980;2996;;380;1009;3084;;380;3966;3353;;380;3256;3690;;380;6478;2911;;380;1528;5022
;381;1001;3333;;381;1102;3306;;381;3421;3479;;381;3566;3939;;381;6041;3237;;381;1457;5133
;382;1070;2742;;382;1111;3347;;382;3484;3279;;382;3392;4083;;382;5639;2936;;382;1417;5311
;383;886;3166;;383;965;3089;;383;3471;3309;;383;3621;3976;;383;5372;2906;;383;1428;5189
;384;1049;3093;;384;964;3306;;384;3441;3079;;384;3350;3908;;384;6423;3086;;384;1510;5434
;385;842;2583;;385;917;2893;;385;3577;3431;;385;3257;4008;;385;5785;2628;;385;1658;5143
;386;1057;2979;;386;926;2961;;386;3019;3265;;386;3268;3968;;386;6299;3250;;386;1611;4918
;387;1065;3187;;387;921;3279;;387;3811;3613;;387;3511;4096;;387;5884;3103;;387;1580;5284
;388;1050;3209;;388;941;3257;;388;3751;3347;;388;3355;3662;;388;6401;3028;;388;1382;4580
;389;874;2852;;389;1043;3085;;389;3706;3008;;389;3311;3620;;389;6093;3252;;389;1612;5162
;390;876;3155;;390;1034;3218;;390;3710;3199;;390;3838;4069;;390;6301;3177;;390;1265;4515
;391;952;3161;;391;1120;3256;;391;3560;3022;;391;3565;4537;;391;5673;2918;;391;1666;5066
;392;1019;2916;;392;934;3174;;392;3301;3054;;392;3442;4242;;392;6375;3107;;392;1550;5342
;393;918;3289;;393;870;3065;;393;3366;3128;;393;3032;3642;;393;5792;3073;;393;1566;4778
;394;955;2839;;394;825;2920;;394;3603;3131;;394;3992;4270;;394;5876;2701;;394;1485;4897
;395;1033;2861;;395;979;3189;;395;3344;3251;;395;3342;3818;;395;6241;3288;;395;1544;4761
;396;904;2577;;396;1001;3287;;396;3426;3313;;396;3292;3650;;396;6667;3171;;396;1377;4496
;397;1030;3083;;397;978;2966;;397;3542;3068;;397;3773;4124;;397;6169;3068;;397;1438;5045
;398;968;3249;;398;920;3332;;398;3485;3420;;398;3201;3877;;398;6024;2910;;398;1479;5282
;399;1010;3237;;399;1129;3314;;399;3227;3172;;399;3496;4402;;399;7090;3410;;399;1536;4992
;400;1018;3152;;400;1091;3380;;400;3856;3273;;400;3724;4354;;400;6707;3259;;400;1596;5469
;401;1111;3143;;401;816;3155;;401;3643;3339;;401;3211;3589;;401;5994;2622;;401;1492;5432
;402;900;2713;;402;1117;3362;;402;3024;2972;;402;3446;3789;;402;5955;2782;;402;1347;4683
;403;975;2987;;403;1218;3903;;403;3588;3116;;403;3544;4056;;403;6199;3301;;403;1323;4277
;404;1103;2805;;404;1012;3297;;404;3955;3638;;404;3404;4341;;404;6281;2906;;404;1774;4929
;405;1137;3004;;405;896;3144;;405;3255;2936;;405;3709;4223;;405;5426;2892;;405;1370;4908
;406;881;2913;;406;956;3371;;406;3522;2991;;406;3619;4172;;406;5518;2672;;406;1377;4696
;407;963;3040;;407;898;2841;;407;3556;3117;;407;2858;3583;;407;5788;2873;;407;1757;5321
;408;1163;3469;;408;872;2966;;408;3709;2956;;408;3250;3662;;408;6506;3216;;408;1537;5062
;409;1051;3234;;409;987;3116;;409;3482;3061;;409;3395;4175;;409;5691;2862;;409;1578;4925
;410;978;2936;;410;1088;3367;;410;3216;3060;;410;3301;3819;;410;5998;3090;;410;1329;4772
;411;1089;3050;;411;1005;3010;;411;3048;3066;;411;3446;3995;;411;6270;3277;;411;1660;5184
;412;938;2992;;412;1036;3191;;412;3387;3308;;412;3309;3641;;412;6195;3242;;412;1544;4840
;413;930;2790;;413;948;3412;;413;3652;3361;;413;3601;4309;;413;6192;2716;;413;1621;4616
;414;1071;3103;;414;978;3068;;414;3509;3184;;414;3447;4036;;414;5960;2992;;414;1504;5168
;415;951;3011;;415;1102;3328;;415;3273;3016;;415;3353;3706;;415;5118;3213;;415;1585;5136
;416;1055;3015;;416;1176;3289;;416;3571;3639;;416;3646;4046;;416;5441;2664;;416;1450;4608
;417;1007;2990;;417;968;2753;;417;3727;3328;;417;3850;4500;;417;6305;3240;;417;1566;5204
;418;1064;2948;;418;954;3057;;418;3625;3369;;418;3684;3830;;418;5670;3178;;418;1439;5174
;419;988;2909;;419;1032;3222;;419;3583;3042;;419;3593;3908;;419;6386;3340;;419;1826;5328
;420;1082;3061;;420;984;3375;;420;3825;3250;;420;3612;3977;;420;5509;2589;;420;1592;4875
;421;1144;3281;;421;1105;3136;;421;3551;3344;;421;3420;3545;;421;6225;3071;;421;1566;4929
;422;919;3155;;422;893;2812;;422;3479;3263;;422;3447;4055;;422;6647;3404;;422;1673;4906
;423;1220;3065;;423;851;3083;;423;3655;2709;;423;3206;3737;;423;6316;2714;;423;1343;5068
;424;869;2860;;424;830;3060;;424;4049;3460;;424;3404;3973;;424;5579;2982;;424;1631;5197
;425;1069;2933;;425;1009;2765;;425;3277;3056;;425;3312;3775;;425;6912;3478;;425;1594;4818
;426;993;3116;;426;815;3178;;426;3310;3148;;426;4037;3803;;426;6248;3124;;426;1519;5333
;427;1081;2968;;427;950;3118;;427;3958;3288;;427;3004;3990;;427;6080;3144;;427;1195;4845
;428;1235;3075;;428;1006;3390;;428;3351;2926;;428;4066;4217;;428;5541;2982;;428;1504;5125
;429;1089;3191;;429;997;3092;;429;3798;3287;;429;3436;4120;;429;6469;3330;;429;1437;4778
;430;1009;3130;;430;1016;3281;;430;3410;3252;;430;3611;4234;;430;5644;2768;;430;1413;4476
;431;955;2802;;431;1024;3191;;431;3501;3231;;431;3485;3892;;431;5501;3105;;431;1442;4652
;432;918;3131;;432;869;2786;;432;3768;3582;;432;3416;3806;;432;6013;3121;;432;1549;4840
;433;939;2905;;433;1067;2951;;433;3777;2988;;433;3702;4326;;433;6966;3344;;433;1642;5271
;434;995;3059;;434;1177;3441;;434;3886;3195;;434;3590;4029;;434;5586;2992;;434;1328;5273
;435;1035;3086;;435;973;3062;;435;3518;3175;;435;3378;3657;;435;5902;3214;;435;1490;5259
;436;927;3252;;436;1141;3354;;436;3089;2857;;436;3745;4032;;436;6228;2800;;436;1589;4880
;437;1213;3295;;437;1012;3144;;437;3613;3175;;437;3653;4557;;437;5172;2594;;437;1740;5562
;438;1055;2994;;438;1044;3126;;438;3506;3315;;438;3584;4113;;438;5370;2671;;438;1511;5016
;439;978;3138;;439;760;2924;;439;3670;3333;;439;3177;3970;;439;6093;2818;;439;1293;4367
;440;1072;3014;;440;1042;3335;;440;3444;3276;;440;3255;4239;;440;5981;2878;;440;1510;5272
;441;1103;3036;;441;1128;3087;;441;3115;2934;;441;3519;3528;;441;5295;3026;;441;1574;5185
;442;1012;3017;;442;1112;3310;;442;3249;2954;;442;3167;3484;;442;6686;3089;;442;1501;4590
;443;925;2856;;443;959;3323;;443;3870;3170;;443;3120;4078;;443;5649;2775;;443;1463;4857
;444;1109;2867;;444;905;3522;;444;3945;3835;;444;3184;3604;;444;6132;3233;;444;1566;5239
;445;935;3072;;445;1162;2946;;445;3359;3048;;445;3464;3856;;445;5835;3183;;445;1466;5212
;446;1009;3084;;446;1180;3532;;446;3857;3495;;446;3116;3776;;446;6024;2790;;446;1696;5608
;447;855;2382;;447;931;3354;;447;3354;3247;;447;3154;3634;;447;5530;2992;;447;1616;4865
;448;953;2678;;448;830;3320;;448;3242;3234;;448;3589;4153;;448;6035;2731;;448;1524;5083
;449;826;2844;;449;908;2879;;449;3188;2970;;449;3575;4081;;449;6811;3094;;449;1508;5254
;450;910;3134;;450;998;3002;;450;3373;3517;;450;3479;4037;;450;6552;3146;;450;1384;4958
;451;989;2906;;451;793;3208;;451;3624;3278;;451;3396;3921;;451;6178;3007;;451;1435;4618
;452;1096;3104;;452;1075;3446;;452;3629;3214;;452;3096;4076;;452;5900;2926;;452;1521;4750
;453;931;3013;;453;910;2868;;453;3227;3167;;453;3564;4297;;453;6431;3079;;453;1652;5129
;454;1067;3397;;454;848;3105;;454;3639;3356;;454;3745;4158;;454;6051;3087;;454;1650;4918
;455;1072;3369;;455;1054;3207;;455;2921;2964;;455;2961;3525;;455;6335;2966;;455;1657;5141
;456;1155;3205;;456;899;3133;;456;3516;3065;;456;3079;3723;;456;5994;2969;;456;1763;4922
;457;966;2784;;457;1023;3259;;457;3519;3026;;457;3324;3683;;457;6056;3290;;457;1549;5158
;458;1101;3133;;458;955;3303;;458;3197;3196;;458;3742;3871;;458;6196;3382;;458;1549;5022
;459;1012;2953;;459;1087;3581;;459;3793;2953;;459;3315;3852;;459;5764;3163;;459;1464;5109
;460;883;2950;;460;1003;3351;;460;3299;3314;;460;3720;4151;;460;6228;3121;;460;1431;4741
;461;1014;3209;;461;1146;3302;;461;3037;3242;;461;3345;4229;;461;5753;2952;;461;1441;4506
;462;1131;3259;;462;915;2955;;462;3003;2892;;462;3871;4316;;462;5944;3130;;462;1400;4472
;463;933;2827;;463;872;2865;;463;3563;3265;;463;3137;3767;;463;5616;2969;;463;1561;4913
;464;913;2964;;464;922;3257;;464;3487;2956;;464;3496;4292;;464;5846;2717;;464;1208;4328
;465;992;3111;;465;1028;3048;;465;3599;2971;;465;3464;3833;;465;5855;2853;;465;1634;5108
;466;1167;3303;;466;1098;3543;;466;3587;3456;;466;3606;4104;;466;5829;3021;;466;1493;4958
;467;946;2826;;467;999;3230;;467;3646;3401;;467;3094;3904;;467;6752;3255;;467;1358;4962
;468;861;2993;;468;868;2901;;468;3080;2986;;468;3218;3918;;468;6418;2930;;468;1533;5232
;469;1132;3162;;469;941;3284;;469;2897;2824;;469;3196;4104;;469;6321;3156;;469;1517;4779
;470;1019;3195;;470;1118;3107;;470;3237;3218;;470;3189;4047;;470;5208;2866;;470;1456;5203
;471;1047;3217;;471;795;2750;;471;3297;2911;;471;3743;3903;;471;6335;2757;;471;1375;4963
;472;1201;3142;;472;993;3390;;472;3449;3290;;472;3720;4277;;472;5852;2949;;472;1657;4940
;473;895;3062;;473;990;3148;;473;3266;2798;;473;3456;4108;;473;6197;3118;;473;1593;4785
;474;1032;2922;;474;1015;3050;;474;3244;3114;;474;3374;4274;;474;5763;2693;;474;1219;4379
;475;983;3270;;475;985;3339;;475;3403;3436;;475;3633;3941;;475;5461;2988;;475;1314;4738
;476;1007;2957;;476;1196;3399;;476;3604;3512;;476;3357;3686;;476;5929;2801;;476;1633;5157
;477;1099;3064;;477;1072;3253;;477;3523;3134;;477;3757;3924;;477;6286;3363;;477;1684;4869
;478;909;2822;;478;1026;3106;;478;3819;3492;;478;3120;3577;;478;6252;2940;;478;1685;5213
;479;1092;3191;;479;725;2792;;479;2715;2972;;479;3787;3956;;479;5745;2697;;479;1614;4308
;480;1117;3062;;480;981;3064;;480;3672;3560;;480;3169;3986;;480;6010;2891;;480;1359;4875
;481;1048;3008;;481;811;3063;;481;3625;2890;;481;3582;4648;;481;5787;3057;;481;1475;4902
;482;874;2970;;482;1005;3124;;482;3733;3473;;482;3347;3700;;482;5813;2795;;482;1340;4673
;483;928;2741;;483;1067;2995;;483;3545;2814;;483;3327;3346;;483;5992;3108;;483;1578;5132
;484;936;2976;;484;951;3061;;484;3619;3297;;484;2901;3637;;484;5920;2994;;484;1368;4734
;485;948;3085;;485;864;2902;;485;3462;3139;;485;3469;4457;;485;6497;3082;;485;1547;4644
;486;1005;3023;;486;901;3090;;486;3420;3540;;486;3171;4054;;486;5657;2758;;486;1764;5479
;487;766;2889;;487;940;3204;;487;3952;3758;;487;3547;4101;;487;6304;3011;;487;1414;4812
;488;1113;3282;;488;1073;3466;;488;3342;3307;;488;3648;4146;;488;5283;2755;;488;1734;5012
;489;806;2481;;489;993;3374;;489;3844;3501;;489;3286;4389;;489;5878;2926;;489;1555;5442
;490;1005;3084;;490;1050;2938;;490;3676;3158;;490;3543;3501;;490;5834;2706;;490;1222;4638
;491;957;3139;;491;978;2939;;491;3275;3351;;491;3381;4261;;491;5816;3013;;491;1358;5266
;492;1006;3036;;492;1027;3417;;492;3717;3456;;492;3244;4075;;492;6020;2860;;492;1478;4794
;493;971;2969;;493;865;2640;;493;3842;3110;;493;3034;3632;;493;5037;2688;;493;1593;5376
;494;1087;3017;;494;934;3440;;494;3229;3308;;494;2847;3626;;494;5352;3113;;494;1340;4875
;495;936;2905;;495;997;3277;;495;3387;3332;;495;3722;4050;;495;5462;2846;;495;1527;4774
;496;1000;3035;;496;1017;3171;;496;3666;3459;;496;3780;4313;;496;5710;2789;;496;1408;5072
;497;1081;3059;;497;974;3062;;497;3594;3779;;497;3650;4077;;497;5794;3000;;497;1337;5024
;498;1068;3259;;498;983;2988;;498;3562;3015;;498;3388;4126;;498;5333;2749;;498;1631;5442
;499;858;2550;;499;807;2855;;499;3646;3109;;499;3714;4433;;499;5876;2920;;499;1572;4625
;500;1006;3075;;500;1117;3413;;500;3100;3302;;500;3687;4210;;500;6429;3188;;500;1494;5013
;501;796;3028;;501;1044;3309;;501;3337;3080;;501;3718;4631;;501;6097;3043;;501;1565;5329
;502;1005;3109;;502;830;2667;;502;3609;3231;;502;3576;4329;;502;6280;2832;;502;1333;4827
;503;840;2721;;503;1073;3132;;503;3301;3366;;503;3358;4203;;503;5497;3145;;503;1382;4630
;504;997;2814;;504;1014;3401;;504;3001;3322;;504;3464;3989;;504;6951;3492;;504;1539;4693
;505;1155;3075;;505;1241;3635;;505;3813;3072;;505;3941;3984;;505;6322;3431;;505;1655;5063
;506;931;3161;;506;1028;3270;;506;3243;3124;;506;4027;4351;;506;5733;3115;;506;1556;4366
;507;1006;2693;;507;960;3197;;507;3547;3205;;507;3521;3589;;507;5940;2940;;507;1424;5330
;508;1075;3317;;508;1071;3384;;508;3833;3572;;508;3444;4141;;508;6040;3027;;508;1344;4700
;509;913;3147;;509;1190;3610;;509;3379;3244;;509;3331;3701;;509;5984;3098;;509;1628;5254
;510;789;2642;;510;925;3051;;510;3431;3343;;510;3100;3412;;510;6270;3005;;510;1340;4764
